Indentation

 + User defined profile

+ User defined profile
   Acquisition Rate :	20.0 [Hz]
   Max load :	5.00 	mN
   Loading rate :	3.00 	mN/min
   Pause :	10.0 s
   Max load :	0.50 	mN
   Loading rate :	8.00 	mN/min
   Pause :	90.0 s
   Max load :	0.00 	mN
   Loading rate :	8.00 	mN/min
+ TTX-NHT S/N: 01-05628 settings
   Approach distance : 3000 nm
   Approach speed : 2000 nm/min
   Retract speed : 2001 nm/min
   Dz sensor in fine range
   Stiffness Threshold : 1000 µN/µm
   Spring Compliance : 0.924 mm/N
   Warning: Factory spring compliance
   (Computed: 0.727 mm/N)


Date :11/24/2021
Time :3:10:20 PM

   Method :	Oliver & Pharr

 + Parameters

  Unload Fit [40%,98%]

 + Main results

   HIT=	42.484 	MPa
   EIT=	1.0325 	GPa
   E*=	1.1346 	GPa

 + Hypothesis

   hc out of calibrated range [111 nm, 1466 nm]
   m out of O&P hypothesis
   Poisson's ratio(nu)=	0.30 

 + Additional results

   HVIT=	3.9345 	 Vickers
   nIT=	40.87 %
   Fmax=	4.88 	mN
   hmax=	2366.25 	nm
   S=	0.0142 	mN/nm
   hc=	2115.94 	nm
   hr=	2021.95 	nm
   hp=	-4519.86 	nm
   m=	20.0000 
   Epsilon=	0.73 
   R2=	0.827
   Ap=	114878689.45 	nm²
   Welast=	2032.87 pJ
   Wplast=	2940.75 pJ
   Wtotal=	4973.62 pJ
   Er=	1.1335 	GPa

Measured values
Time (s)	Pd (nm)	Fn (mN)	FnRef (mN)	SegmentID
62.7	1870.7156	3.1086	0	1
62.75	1873.4296	3.109	0	1
62.8	1875.7428	3.1121	0	1
62.85	1877.9911	3.1164	0	1
62.9	1880.4297	3.1185	0	1
62.95	1882.9697	3.1204	0	1
63	1885.1586	3.1235	0	1
63.05	1887.2731	3.1244	0	1
63.1	1890.2184	3.1265	0	1
63.15	1893.0382	3.1307	0	1
63.2	1895.6999	3.1325	0	1
63.25	1898.0987	3.1342	0	1
63.3	1900.4404	3.1346	0	1
63.35	1903.0401	3.1378	0	1
63.4	1906.0251	3.1404	0	1
63.45	1908.9476	3.144	0	1
63.5	1911.4423	3.1472	0	1
63.55	1914.0814	3.149	0	1
63.6	1916.7924	3.1517	0	1
63.65	1919.5855	3.1565	0	1
63.7	1922.1498	3.1596	0	1
63.75	1923.6593	3.1612	0	1
63.8	1925.2005	3.1647	0	1
63.85	1926.2373	3.168	0	1
63.9	1927.4326	3.1686	0	1
63.95	1928.9051	3.1708	0	1
64	1929.5672	3.1762	0	1
64.05	1930.479	3.1795	0	1
64.1	1931.3634	3.183	0	1
64.15	1931.8509	3.1841	0	1
64.2	1932.5703	3.1829	0	1
64.25	1933.6249	3.1861	0	1
64.3	1934.6665	3.1915	0	1
64.35	1934.9903	3.1955	0	1
64.4	1936.1033	3.195	0	1
64.45	1937.5605	3.1981	0	1
64.5	1938.2786	3.2025	0	1
64.55	1939.1107	3.2023	0	1
64.6	1939.4236	3.2048	0	1
64.65	1939.9782	3.2095	0	1
64.7	1941.0662	3.2104	0	1
64.75	1942.0696	3.2117	0	1
64.8	1942.9906	3.2178	0	1
64.85	1944.0916	3.2193	0	1
64.9	1945.2155	3.2196	0	1
64.95	1945.6527	3.2246	0	1
65	1946.3026	3.2265	0	1
65.05	1947.7278	3.2267	0	1
65.1	1948.3739	3.2278	0	1
65.15	1949.0645	3.233	0	1
65.2	1950.019	3.2371	0	1
65.25	1950.5613	3.2358	0	1
65.3	1951.5151	3.2395	0	1
65.35	1952.3457	3.2424	0	1
65.4	1952.9985	3.243	0	1
65.45	1953.5751	3.2494	0	1
65.5	1954.2677	3.2551	0	1
65.55	1954.8686	3.2569	0	1
65.6	1955.285	3.2574	0	1
65.65	1955.9159	3.2577	0	1
65.7	1956.8079	3.2627	0	1
65.75	1957.3663	3.2652	0	1
65.8	1957.5578	3.2648	0	1
65.85	1957.8252	3.2672	0	1
65.9	1958.2147	3.2714	0	1
65.95	1958.9527	3.2757	0	1
66	1959.5196	3.276	0	1
66.05	1959.7786	3.2775	0	1
66.1	1960.2647	3.2821	0	1
66.15	1960.8972	3.2855	0	1
66.2	1961.101	3.2877	0	1
66.25	1961.4598	3.29	0	1
66.3	1962.1989	3.2906	0	1
66.35	1962.9074	3.2927	0	1
66.4	1963.1244	3.2949	0	1
66.45	1963.6123	3.2973	0	1
66.5	1963.9809	3.3011	0	1
66.55	1964.6032	3.3029	0	1
66.6	1965.0188	3.3061	0	1
66.65	1964.9593	3.3106	0	1
66.7	1965.6196	3.3139	0	1
66.75	1966.2205	3.3156	0	1
66.8	1966.6873	3.3181	0	1
66.85	1967.4108	3.3196	0	1
66.9	1967.4135	3.3214	0	1
66.95	1968.1814	3.3221	0	1
67	1968.4715	3.3254	0	1
67.05	1969.3755	3.3278	0	1
67.1	1970.2675	3.3303	0	1
67.15	1970.7271	3.3343	0	1
67.2	1971.4778	3.3363	0	1
67.25	1971.6502	3.3387	0	1
67.3	1972.2461	3.3404	0	1
67.35	1972.775	3.3447	0	1
67.4	1973.4219	3.3499	0	1
67.45	1974.0963	3.3498	0	1
67.5	1974.7075	3.351	0	1
67.55	1975.6608	3.3537	0	1
67.6	1976.6581	3.3558	0	1
67.65	1977.6874	3.3574	0	1
67.7	1978.4446	3.3589	0	1
67.75	1979.0733	3.3657	0	1
67.8	1980.0648	3.3665	0	1
67.85	1980.8613	3.3647	0	1
67.9	1982.0382	3.3691	0	1
67.95	1982.6974	3.3732	0	1
68	1982.9141	3.3772	0	1
68.05	1983.5959	3.3786	0	1
68.1	1983.9643	3.3823	0	1
68.15	1984.8069	3.3853	0	1
68.2	1985.2503	3.3856	0	1
68.25	1985.53	3.3863	0	1
68.3	1986.2135	3.3911	0	1
68.35	1986.5743	3.3961	0	1
68.4	1987.1723	3.3995	0	1
68.45	1987.5573	3.4011	0	1
68.5	1987.8672	3.4014	0	1
68.55	1988.341	3.4024	0	1
68.6	1988.939	3.4048	0	1
68.65	1989.3594	3.4066	0	1
68.7	1989.7676	3.4103	0	1
68.75	1990.1136	3.4116	0	1
68.8	1990.3426	3.4176	0	1
68.85	1991.137	3.422	0	1
68.9	1991.5113	3.4231	0	1
68.95	1992.052	3.4242	0	1
69	1992.6889	3.4234	0	1
69.05	1992.8928	3.4265	0	1
69.1	1993.2718	3.4316	0	1
69.15	1993.6395	3.4353	0	1
69.2	1994.4108	3.4364	0	1
69.25	1995.5829	3.4389	0	1
69.3	1996.8111	3.4426	0	1
69.35	1997.7174	3.4448	0	1
69.4	1997.9851	3.4473	0	1
69.45	1998.7063	3.4508	0	1
69.5	1998.998	3.4515	0	1
69.55	1999.5214	3.4515	0	1
69.6	2000.2888	3.4543	0	1
69.65	2000.3168	3.4581	0	1
69.7	2000.5889	3.4618	0	1
69.75	2001.0139	3.4638	0	1
69.8	2001.435	3.4648	0	1
69.85	2001.8438	3.4689	0	1
69.9	2002.6442	3.4712	0	1
69.95	2003.0794	3.4727	0	1
70	2003.2738	3.4763	0	1
70.05	2004.1373	3.4785	0	1
70.1	2004.5982	3.4815	0	1
70.15	2005.4154	3.4835	0	1
70.2	2006.8088	3.4866	0	1
70.25	2007.7837	3.4899	0	1
70.3	2008.7492	3.4911	0	1
70.35	2009.2132	3.494	0	1
70.4	2009.9679	3.4947	0	1
70.45	2010.6875	3.4975	0	1
70.5	2011.2485	3.5026	0	1
70.55	2011.9301	3.5046	0	1
70.6	2011.9338	3.5068	0	1
70.65	2012.3624	3.5084	0	1
70.7	2012.7962	3.5128	0	1
70.75	2013.393	3.516	0	1
70.8	2014.1738	3.5156	0	1
70.85	2014.2332	3.5172	0	1
70.9	2014.6516	3.5184	0	1
70.95	2015.336	3.523	0	1
71	2015.9235	3.5294	0	1
71.05	2016.5388	3.5295	0	1
71.1	2016.5413	3.5301	0	1
71.15	2017.2345	3.5341	0	1
71.2	2017.921	3.5366	0	1
71.25	2018.1286	3.5382	0	1
71.3	2018.6797	3.5405	0	1
71.35	2018.7777	3.5432	0	1
71.4	2019.116	3.5477	0	1
71.45	2019.5478	3.5527	0	1
71.5	2019.9764	3.5535	0	1
71.55	2020.4025	3.5509	0	1
71.6	2021.0139	3.5527	0	1
71.65	2023.3468	3.5573	0	1
71.7	2024.6114	3.5582	0	1
71.75	2025.2992	3.5634	0	1
71.8	2025.7938	3.5692	0	1
71.85	2026.4052	3.5689	0	1
71.9	2026.7653	3.5701	0	1
71.95	2027.0332	3.5732	0	1
72	2027.8176	3.5769	0	1
72.05	2028.035	3.58	0	1
72.1	2028.4324	3.5813	0	1
72.15	2028.7167	3.5853	0	1
72.2	2029.2499	3.5883	0	1
72.25	2029.5413	3.5884	0	1
72.3	2029.8308	3.5901	0	1
72.35	2030.4702	3.5923	0	1
72.4	2030.6712	3.5954	0	1
72.45	2031.2578	3.599	0	1
72.5	2031.9956	3.6015	0	1
72.55	2032.095	3.6056	0	1
72.6	2032.6809	3.6074	0	1
72.65	2033.0625	3.6074	0	1
72.7	2033.7262	3.6097	0	1
72.75	2034.07	3.6143	0	1
72.8	2034.3396	3.6189	0	1
72.85	2034.783	3.6209	0	1
72.9	2035.152	3.6206	0	1
72.95	2035.8326	3.6233	0	1
73	2036.1429	3.6261	0	1
73.05	2036.6227	3.6274	0	1
73.1	2037.5556	3.6309	0	1
73.15	2039.4387	3.6335	0	1
73.2	2041.2718	3.6335	0	1
73.25	2041.9191	3.6352	0	1
73.3	2042.5676	3.6391	0	1
73.35	2043.2363	3.6444	0	1
73.4	2044.2074	3.646	0	1
73.45	2045.3543	3.6495	0	1
73.5	2045.7324	3.6533	0	1
73.55	2046	3.6529	0	1
73.6	2046.1783	3.6561	0	1
73.65	2046.5914	3.6607	0	1
73.7	2047.1142	3.6627	0	1
73.75	2047.5002	3.6637	0	1
73.8	2048.1448	3.6653	0	1
73.85	2048.2867	3.6698	0	1
73.9	2048.8743	3.6743	0	1
73.95	2049.3727	3.6722	0	1
74	2049.9038	3.6719	0	1
74.05	2050.5771	3.6772	0	1
74.1	2050.7658	3.6813	0	1
74.15	2051.417	3.6835	0	1
74.2	2052.5547	3.6858	0	1
74.25	2053.193	3.6899	0	1
74.3	2054.0127	3.6935	0	1
74.35	2054.7278	3.694	0	1
74.4	2055.567	3.6971	0	1
74.45	2056.4287	3.6969	0	1
74.5	2056.9719	3.6979	0	1
74.55	2057.2361	3.7031	0	1
74.6	2057.7891	3.7065	0	1
74.65	2058.68	3.7106	0	1
74.7	2059.3198	3.7142	0	1
74.75	2059.6045	3.7164	0	1
74.8	2059.2059	3.7161	0	1
74.85	2059.3955	3.7171	0	1
74.9	2060.3302	3.7208	0	1
74.95	2060.6151	3.7237	0	1
75	2061.0667	3.7249	0	1
75.05	2061.3878	3.7302	0	1
75.1	2062.0603	3.7324	0	1
75.15	2062.4175	3.7351	0	1
75.2	2062.8711	3.7371	0	1
75.25	2064.166	3.7355	0	1
75.3	2065.101	3.7397	0	1
75.35	2065.712	3.7438	0	1
75.4	2066.2279	3.7475	0	1
75.45	2066.3663	3.7516	0	1
75.5	2066.242	3.7517	0	1
75.55	2067.1098	3.7558	0	1
75.6	2068.0891	3.7584	0	1
75.65	2068.495	3.7567	0	1
75.7	2068.7649	3.7585	0	1
75.75	2069.0503	3.7616	0	1
75.8	2069.4786	3.7672	0	1
75.85	2070.0689	3.768	0	1
75.9	2070.4916	3.7686	0	1
75.95	2071.1216	3.7722	0	1
76	2071.59	3.7755	0	1
76.05	2072.8658	3.7787	0	1
76.1	2074.8949	3.7819	0	1
76.15	2075.9283	3.7826	0	1
76.2	2076.7307	3.7841	0	1
76.25	2077.5029	3.7872	0	1
76.3	2077.997	3.7914	0	1
76.35	2078.0631	3.7954	0	1
76.4	2078.2837	3.7955	0	1
76.45	2079.0313	3.7974	0	1
76.5	2079.7937	3.8024	0	1
76.55	2080.2088	3.8049	0	1
76.6	2080.4264	3.8074	0	1
76.65	2080.8055	3.808	0	1
76.7	2081.5933	3.8108	0	1
76.75	2082.2279	3.8147	0	1
76.8	2082.6411	3.8164	0	1
76.85	2083.2427	3.8183	0	1
76.9	2083.5328	3.822	0	1
76.95	2083.4344	3.8256	0	1
77	2083.9878	3.8268	0	1
77.05	2084.5762	3.8268	0	1
77.1	2085.0537	3.8313	0	1
77.15	2085.754	3.8355	0	1
77.2	2086.0244	3.8361	0	1
77.25	2086.4173	3.8393	0	1
77.3	2086.5999	3.8436	0	1
77.35	2087.1115	3.8435	0	1
77.4	2087.8354	3.8445	0	1
77.45	2088.0969	3.8477	0	1
77.5	2089.2106	3.8511	0	1
77.55	2090.7683	3.852	0	1
77.6	2091.9791	3.8524	0	1
77.65	2093.1898	3.8575	0	1
77.7	2093.6582	3.863	0	1
77.75	2094.5873	3.8648	0	1
77.8	2095.394	3.865	0	1
77.85	2095.4831	3.8673	0	1
77.9	2095.8231	3.8709	0	1
77.95	2095.9706	3.8761	0	1
78	2096.4188	3.8777	0	1
78.05	2096.5934	3.88	0	1
78.1	2097.3676	3.8804	0	1
78.15	2098.0545	3.8836	0	1
78.2	2098.1936	3.889	0	1
78.25	2098.5515	3.8889	0	1
78.3	2098.9435	3.8913	0	1
78.35	2099.4654	3.894	0	1
78.4	2099.6691	3.8963	0	1
78.45	2100.072	3.8996	0	1
78.5	2100.3314	3.899	0	1
78.55	2100.4647	3.9031	0	1
78.6	2101.0063	3.9069	0	1
78.65	2101.1916	3.9093	0	1
78.7	2101.901	3.9117	0	1
78.75	2102.4155	3.912	0	1
78.8	2102.9614	3.914	0	1
78.85	2103.5253	3.9183	0	1
78.9	2103.4571	3.9228	0	1
78.95	2104.3518	3.9264	0	1
79	2104.8596	3.9273	0	1
79.05	2105.1097	3.9308	0	1
79.1	2105.8509	3.9341	0	1
79.15	2106.2775	3.9339	0	1
79.2	2106.8068	3.9338	0	1
79.25	2107.739	3.9349	0	1
79.3	2109.3188	3.9393	0	1
79.35	2110.5569	3.9421	0	1
79.4	2111.0789	3.9456	0	1
79.45	2111.7672	3.9494	0	1
79.5	2112.151	3.9529	0	1
79.55	2112.7199	3.9528	0	1
79.6	2113.3711	3.954	0	1
79.65	2113.8433	3.9586	0	1
79.7	2114.2544	3.9612	0	1
79.75	2114.744	3.9659	0	1
79.8	2115.1657	3.9689	0	1
79.85	2115.6635	3.9702	0	1
79.9	2116.283	3.9731	0	1
79.95	2116.3913	3.9735	0	1
80	2116.6218	3.9766	0	1
80.05	2117.5911	3.9762	0	1
80.1	2118.2044	3.9812	0	1
80.15	2118.7721	3.9858	0	1
80.2	2119.2714	3.9847	0	1
80.25	2119.5686	3.9877	0	1
80.3	2119.6086	3.9908	0	1
80.35	2119.9604	3.9916	0	1
80.4	2120.8412	3.995	0	1
80.45	2121.4681	4.0001	0	1
80.5	2121.9883	4.0029	0	1
80.55	2122.2025	4.0055	0	1
80.6	2122.733	4.0061	0	1
80.65	2123.6536	4.0067	0	1
80.7	2124.8168	4.0085	0	1
80.75	2127.2963	4.0128	0	1
80.8	2129.717	4.0149	0	1
80.85	2131.357	4.014	0	1
80.9	2132.262	4.0189	0	1
80.95	2133.0753	4.0235	0	1
81	2134.6935	4.0232	0	1
81.05	2135.8936	4.0262	0	1
81.1	2136.7771	4.0287	0	1
81.15	2137.1223	4.0333	0	1
81.2	2138.0518	4.0365	0	1
81.25	2139.092	4.0391	0	1
81.3	2139.7157	4.0433	0	1
81.35	2141.0138	4.0424	0	1
81.4	2141.5856	4.0432	0	1
81.45	2142.3712	4.0482	0	1
81.5	2143.929	4.0499	0	1
81.55	2145.4205	4.051	0	1
81.6	2146.9112	4.0532	0	1
81.65	2147.7857	4.0565	0	1
81.7	2148.6576	4.0625	0	1
81.75	2149.0842	4.0669	0	1
81.8	2149.6026	4.0681	0	1
81.85	2150.4387	4.0678	0	1
81.9	2150.8559	4.0691	0	1
81.95	2151.5673	4.075	0	1
82	2151.7072	4.078	0	1
82.05	2152.2424	4.0768	0	1
82.1	2152.8566	4.0795	0	1
82.15	2153.0109	4.0847	0	1
82.2	2153.4998	4.088	0	1
82.25	2153.8384	4.0896	0	1
82.3	2154.4395	4.0909	0	1
82.35	2154.8195	4.0958	0	1
82.4	2154.7524	4.0961	0	1
82.45	2155.3881	4.0972	0	1
82.5	2155.9609	4.1026	0	1
82.55	2156.0996	4.1034	0	1
82.6	2156.1501	4.1069	0	1
82.65	2156.6019	4.1097	0	1
82.7	2156.8829	4.1121	0	1
82.75	2157.1194	4.116	0	1
82.8	2157.7601	4.1184	0	1
82.85	2158.1373	4.1213	0	1
82.9	2158.3308	4.1227	0	1
82.95	2158.246	4.1233	0	1
83	2158.7348	4.1246	0	1
83.05	2159.135	4.1268	0	1
83.1	2159.6143	4.1315	0	1
83.15	2160.3851	4.1343	0	1
83.2	2160.5077	4.1362	0	1
83.25	2160.6114	4.1394	0	1
83.3	2161.3517	4.1386	0	1
83.35	2161.6295	4.1416	0	1
83.4	2162.4747	4.1479	0	1
83.45	2162.713	4.1488	0	1
83.5	2163.6022	4.1497	0	1
83.55	2165.4631	4.1527	0	1
83.6	2166.0933	4.1562	0	1
83.65	2166.9244	4.1592	0	1
83.7	2167.3557	4.1606	0	1
83.75	2168.3305	4.1633	0	1
83.8	2168.5372	4.1663	0	1
83.85	2168.421	4.1689	0	1
83.9	2168.9094	4.1703	0	1
83.95	2169.6451	4.1715	0	1
84	2170.2147	4.1771	0	1
84.05	2170.1888	4.1816	0	1
84.1	2170.7829	4.1832	0	1
84.15	2171.2936	4.1832	0	1
84.2	2171.3261	4.1849	0	1
84.25	2171.9134	4.1887	0	1
84.3	2172.5139	4.1938	0	1
84.35	2173.169	4.1925	0	1
84.4	2173.4718	4.1945	0	1
84.45	2174.2317	4.2002	0	1
84.5	2174.7174	4.202	0	1
84.55	2175.0109	4.2029	0	1
84.6	2175.8106	4.2043	0	1
84.65	2176.086	4.2073	0	1
84.7	2176.6501	4.2131	0	1
84.75	2177.2146	4.2149	0	1
84.8	2177.4918	4.2156	0	1
84.85	2178.0211	4.2202	0	1
84.9	2178.4004	4.2219	0	1
84.95	2178.9979	4.2246	0	1
85	2179.4265	4.2229	0	1
85.05	2179.962	4.228	0	1
85.1	2181.3115	4.233	0	1
85.15	2181.6641	4.2334	0	1
85.2	2182.2896	4.2361	0	1
85.25	2182.52	4.2401	0	1
85.3	2182.7737	4.2411	0	1
85.35	2183.1177	4.243	0	1
85.4	2183.1173	4.2449	0	1
85.45	2183.647	4.2482	0	1
85.5	2184.3301	4.2527	0	1
85.55	2185.064	4.2539	0	1
85.6	2185.6677	4.2556	0	1
85.65	2186.0258	4.2593	0	1
85.7	2186.9933	4.2602	0	1
85.75	2188.6347	4.2602	0	1
85.8	2190.8143	4.2624	0	1
85.85	2192.0119	4.2687	0	1
85.9	2193.0412	4.2725	0	1
85.95	2193.8532	4.2722	0	1
86	2194.4848	4.2752	0	1
86.05	2194.9994	4.2772	0	1
86.1	2195.1212	4.2828	0	1
86.15	2195.8738	4.2871	0	1
86.2	2196.6387	4.287	0	1
86.25	2197.7058	4.2877	0	1
86.3	2198.5568	4.2905	0	1
86.35	2199.3517	4.2926	0	1
86.4	2200.0457	4.2949	0	1
86.45	2200.3531	4.2984	0	1
86.5	2201.0159	4.2999	0	1
86.55	2201.1932	4.3041	0	1
86.6	2201.3492	4.3065	0	1
86.65	2201.8085	4.3085	0	1
86.7	2201.9897	4.3148	0	1
86.75	2202.6671	4.3152	0	1
86.8	2202.7362	4.3151	0	1
86.85	2203.3469	4.3176	0	1
86.9	2203.9945	4.321	0	1
86.95	2203.9847	4.3261	0	1
87	2204.7889	4.3266	0	1
87.05	2204.9374	4.3292	0	1
87.1	2205.6457	4.3311	0	1
87.15	2206.1627	4.332	0	1
87.2	2207.0627	4.3352	0	1
87.25	2208.924	4.3367	0	1
87.3	2210.1645	4.3387	0	1
87.35	2210.9983	4.3415	0	1
87.4	2211.3237	4.3443	0	1
87.45	2212.6406	4.3489	0	1
87.5	2214.7895	4.3501	0	1
87.55	2216.8704	4.3492	0	1
87.6	2218.2676	4.3506	0	1
87.65	2219.2099	4.3563	0	1
87.7	2219.977	4.3617	0	1
87.75	2220.611	4.3653	0	1
87.8	2221.2037	4.367	0	1
87.85	2221.3947	4.3704	0	1
87.9	2221.6253	4.3734	0	1
87.95	2222.3938	4.3723	0	1
88	2222.9374	4.3752	0	1
88.05	2223.2746	4.3792	0	1
88.1	2223.6973	4.3833	0	1
88.15	2224.1307	4.3842	0	1
88.2	2224.5552	4.3835	0	1
88.25	2224.6584	4.389	0	1
88.3	2225.0773	4.3934	0	1
88.35	2225.3601	4.3948	0	1
88.4	2225.7228	4.3964	0	1
88.45	2226.1266	4.3994	0	1
88.5	2226.6273	4.4017	0	1
88.55	2227.0672	4.4034	0	1
88.6	2226.9326	4.4061	0	1
88.65	2227.3801	4.4081	0	1
88.7	2227.956	4.4095	0	1
88.75	2228.1441	4.4133	0	1
88.8	2228.5779	4.4179	0	1
88.85	2228.5915	4.4221	0	1
88.9	2228.7814	4.424	0	1
88.95	2229.2541	4.4234	0	1
89	2229.4919	4.4258	0	1
89.05	2229.5788	4.4291	0	1
89.1	2229.9144	4.4312	0	1
89.15	2230.7862	4.4337	0	1
89.2	2230.9051	4.4361	0	1
89.25	2231.185	4.4404	0	1
89.3	2231.7832	4.4419	0	1
89.35	2231.687	4.4433	0	1
89.4	2232.3789	4.4484	0	1
89.45	2232.5795	4.4495	0	1
89.5	2232.7932	4.4498	0	1
89.55	2233.0701	4.4541	0	1
89.6	2233.1813	4.4566	0	1
89.65	2233.6693	4.46	0	1
89.7	2234.4605	4.4625	0	1
89.75	2235.0571	4.4621	0	1
89.8	2235.5314	4.4656	0	1
89.85	2236.3363	4.4665	0	1
89.9	2237.3743	4.4694	0	1
89.95	2239.5134	4.4694	0	1
90	2241.1085	4.4714	0	1
90.05	2241.5914	4.4804	0	1
90.1	2241.93	4.483	0	1
90.15	2241.8545	4.4861	0	1
90.2	2242.7374	4.488	0	1
90.25	2243.7008	4.4885	0	1
90.3	2243.7674	4.4921	0	1
90.35	2244.193	4.4922	0	1
90.4	2244.4036	4.4943	0	1
90.45	2244.982	4.498	0	1
90.5	2245.7016	4.5015	0	1
90.55	2246.2596	4.5052	0	1
90.6	2247.0181	4.5063	0	1
90.65	2247.1773	4.5086	0	1
90.7	2247.5775	4.5094	0	1
90.75	2248.2353	4.5112	0	1
90.8	2248.5311	4.5182	0	1
90.85	2249.1957	4.5199	0	1
90.9	2249.7655	4.5199	0	1
90.95	2250.4719	4.5242	0	1
91	2251.13	4.5274	0	1
91.05	2251.8369	4.5298	0	1
91.1	2252.7611	4.5281	0	1
91.15	2252.9783	4.5302	0	1
91.2	2253.6165	4.5372	0	1
91.25	2254.016	4.5414	0	1
91.3	2254.6563	4.5421	0	1
91.35	2254.8737	4.5433	0	1
91.4	2254.9976	4.5473	0	1
91.45	2255.7804	4.5486	0	1
91.5	2256.1079	4.5498	0	1
91.55	2256.812	4.5517	0	1
91.6	2257.4623	4.5561	0	1
91.65	2257.7527	4.5579	0	1
91.7	2258.6494	4.5589	0	1
91.75	2259.4077	4.5617	0	1
91.8	2260.3884	4.5633	0	1
91.85	2261.3761	4.57	0	1
91.9	2262.1571	4.5747	0	1
91.95	2262.9277	4.5765	0	1
92	2263.5637	4.5791	0	1
92.05	2263.6446	4.5783	0	1
92.1	2263.5821	4.5789	0	1
92.15	2264.3229	4.5832	0	1
92.2	2265.042	4.5838	0	1
92.25	2265.251	4.5879	0	1
92.3	2265.5589	4.5923	0	1
92.35	2266.3017	4.5936	0	1
92.4	2267.2901	4.5967	0	1
92.45	2267.5886	4.5984	0	1
92.5	2268.1427	4.6011	0	1
92.55	2268.5673	4.6051	0	1
92.6	2268.8922	4.6054	0	1
92.65	2269.5165	4.6097	0	1
92.7	2270.1896	4.6109	0	1
92.75	2270.8535	4.6101	0	1
92.8	2271.4381	4.6161	0	1
92.85	2272.2236	4.6198	0	1
92.9	2273.0445	4.6211	0	1
92.95	2273.3355	4.623	0	1
93	2274.2791	4.6256	0	1
93.05	2274.5115	4.6288	0	1
93.1	2274.7575	4.63	0	1
93.15	2275.2293	4.6326	0	1
93.2	2275.6493	4.6367	0	1
93.25	2276.328	4.6391	0	1
93.3	2276.4812	4.6423	0	1
93.35	2276.9069	4.644	0	1
93.4	2277.3079	4.647	0	1
93.45	2277.2716	4.6501	0	1
93.5	2277.7725	4.6495	0	1
93.55	2277.9955	4.6547	0	1
93.6	2278.3298	4.6581	0	1
93.65	2278.8118	4.6594	0	1
93.7	2278.8561	4.6617	0	1
93.75	2279.4171	4.6626	0	1
93.8	2280.335	4.6654	0	1
93.85	2280.8793	4.671	0	1
93.9	2280.9352	4.6743	0	1
93.95	2281.4462	4.6746	0	1
94	2281.5098	4.6768	0	1
94.05	2281.6501	4.6786	0	1
94.1	2281.9316	4.6808	0	1
94.15	2282.9509	4.6813	0	1
94.2	2283.9093	4.6844	0	1
94.25	2284.0248	4.6888	0	1
94.3	2284.4939	4.6923	0	1
94.35	2284.8506	4.6952	0	1
94.4	2285.372	4.6972	0	1
94.45	2285.7335	4.6992	0	1
94.5	2286.4838	4.7012	0	1
94.55	2287.1721	4.701	0	1
94.6	2287.5179	4.7048	0	1
94.65	2288.7621	4.7068	0	1
94.7	2289.7232	4.7097	0	1
94.75	2290.735	4.7139	0	1
94.8	2292.2503	4.7132	0	1
94.85	2293.152	4.7152	0	1
94.9	2294.2268	4.7193	0	1
94.95	2295.1372	4.7225	0	1
95	2296.0588	4.7283	0	1
95.05	2296.795	4.7297	0	1
95.1	2297.124	4.7302	0	1
95.15	2298.0883	4.7329	0	1
95.2	2298.6583	4.7349	0	1
95.25	2299.8223	4.7385	0	1
95.3	2301.232	4.7395	0	1
95.35	2301.7559	4.7417	0	1
95.4	2302.531	4.7469	0	1
95.45	2302.9618	4.7496	0	1
95.5	2303.3111	4.7508	0	1
95.55	2303.7565	4.7523	0	1
95.6	2304.1892	4.7554	0	1
95.65	2305.1082	4.7595	0	1
95.7	2305.3024	4.7608	0	1
95.75	2305.636	4.7624	0	1
95.8	2306.359	4.7665	0	1
95.85	2306.8793	4.7678	0	1
95.9	2307.0539	4.7725	0	1
95.95	2307.4948	4.7783	0	1
96	2308.1485	4.7779	0	1
96.05	2308.5068	4.7799	0	1
96.1	2308.8515	4.7811	0	1
96.15	2309.349	4.7825	0	1
96.2	2309.8688	4.7867	0	1
96.25	2310.0589	4.7902	0	1
96.3	2310.1919	4.792	0	1
96.35	2310.7558	4.7931	0	1
96.4	2311.238	4.7945	0	1
96.45	2311.6464	4.798	0	1
96.5	2311.9022	4.8007	0	1
96.55	2311.947	4.8047	0	1
96.6	2312.2039	4.8079	0	1
96.65	2312.5807	4.8075	0	1
96.7	2313.0429	4.8103	0	1
96.75	2313.6393	4.8126	0	1
96.8	2314.1175	4.8176	0	1
96.85	2314.4224	4.8219	0	1
96.9	2314.8528	4.8213	0	1
96.95	2315.5859	4.8233	0	1
97	2316.5924	4.8252	0	1
97.05	2318.8198	4.825	0	1
97.1	2320.6606	4.8272	0	1
97.15	2321.1788	4.8332	0	1
97.2	2321.9294	4.8394	0	1
97.25	2322.6276	4.839	0	1
97.3	2323.3561	4.8369	0	1
97.35	2324.2436	4.8417	0	1
97.4	2325.1983	4.8465	0	1
97.45	2325.6881	4.849	0	1
97.5	2325.9409	4.852	0	1
97.55	2326.8554	4.8535	0	1
97.6	2327.4482	4.8561	0	1
97.65	2328.0643	4.857	0	1
97.7	2329.3938	4.8566	0	1
97.75	2330.1303	4.8617	0	1
97.8	2330.7665	4.8651	0	1
97.85	2331.3251	4.8678	0	1
97.9	2331.5848	4.872	0	1
97.95	2332.2141	4.8745	0	1
98	2332.9176	4.8779	0	1
98.05	2333.5575	4.879	0	5
